DM080689502BR,16/08/2014 01:00:08
PD862431696BR,16/08/2014 01:00:08
DM080470045BR,16/08/2014 01:00:09
PD867463041BR,16/08/2014 01:00:11
PD862248559BR,16/08/2014 01:00:11
PD867495486BR,16/08/2014 01:00:12
PD862400141BR,16/08/2014 01:00:12
PD861644828BR,16/08/2014 01:00:12
DM080608923BR,16/08/2014 01:00:12
PD861847318BR,16/08/2014 01:00:12
PD867516892BR,16/08/2014 01:00:12
PD867407985BR,16/08/2014 01:00:12
PD861583182BR,16/08/2014 01:00:12
PD861822333BR,16/08/2014 01:00:12
PD855454878BR,16/08/2014 01:00:12
PD854547746BR,16/08/2014 01:00:12
PD862001113BR,16/08/2014 01:00:12
PD853370455BR,16/08/2014 01:00:13
PD862336783BR,16/08/2014 01:00:13
PD862250243BR,16/08/2014 01:00:14
PD862503588BR,16/08/2014 01:00:14
PD862373208BR,16/08/2014 01:00:14
DM080755657BR,16/08/2014 01:00:14
PD869503327BR,16/08/2014 01:00:14
PD862129004BR,16/08/2014 01:00:15
PD861925298BR,16/08/2014 01:00:15
DM080491836BR,16/08/2014 01:00:15
PD862421742BR,16/08/2014 01:00:15
PD862370405BR,16/08/2014 01:00:16
DM080446457BR,16/08/2014 01:00:16
PD862163266BR,16/08/2014 01:00:16
DM080722027BR,16/08/2014 01:00:16
PD869544556BR,16/08/2014 01:00:16
PD869534341BR,16/08/2014 01:00:16
DM080643307BR,16/08/2014 01:00:16
PD871891333BR,16/08/2014 01:00:17
DM080653012BR,16/08/2014 01:00:17
DM080679160BR,16/08/2014 01:00:17
DM080399108BR,16/08/2014 01:00:17
PD867362842BR,16/08/2014 01:00:19
PD869505305BR,16/08/2014 01:00:19
DM080216414BR,16/08/2014 01:00:19
DM080639571BR,16/08/2014 01:00:19
PD861793420BR,16/08/2014 01:00:25
DM080692170BR,16/08/2014 01:00:25
PD867376736BR,16/08/2014 01:00:31
DM080718155BR,16/08/2014 01:00:31
DM080658981BR,16/08/2014 01:00:32
PD867493905BR,16/08/2014 01:00:36
PD861860328BR,16/08/2014 01:00:38
PD860057928BR,16/08/2014 01:00:42
PD871966031BR,16/08/2014 01:00:44
DM080747845BR,16/08/2014 01:00:47
PD867499633BR,16/08/2014 01:00:47
DM080721945BR,16/08/2014 01:00:49
DM080731063BR,16/08/2014 01:00:50
PD871975121BR,16/08/2014 01:00:51
PD872236263BR,16/08/2014 01:00:51
DM080868716BR,16/08/2014 01:00:51
PD867396024BR,16/08/2014 01:00:51
PD871172822BR,16/08/2014 01:00:51
PD862439160BR,16/08/2014 01:00:51
PD871949285BR,16/08/2014 01:00:51
PD861685354BR,16/08/2014 01:00:53
PD867459696BR,16/08/2014 01:00:54
PD862307915BR,16/08/2014 01:00:54
PD867406000BR,16/08/2014 01:00:55
PD861516320BR,16/08/2014 01:00:55
PD869485963BR,16/08/2014 01:00:55
PD858571533BR,16/08/2014 01:00:55
PD860272127BR,16/08/2014 01:00:55
DG602167923BR,16/08/2014 01:00:55
PD862079682BR,16/08/2014 01:00:55
PD867484259BR,16/08/2014 01:00:59
PD862404191BR,16/08/2014 01:00:59
DM080746995BR,16/08/2014 01:00:59
PD867366756BR,16/08/2014 01:00:59
PD862211324BR,16/08/2014 01:00:59
PD867399051BR,16/08/2014 01:00:59
DM080655945BR,16/08/2014 01:00:59
PD867433212BR,16/08/2014 01:00:59
DM080740445BR,16/08/2014 01:00:59
PD867374426BR,16/08/2014 01:01:00
PD871152655BR,16/08/2014 01:01:01
PD871090329BR,16/08/2014 01:01:01
DM080600142BR,16/08/2014 01:01:01
PD867525069BR,16/08/2014 01:01:01
DM080464447BR,16/08/2014 01:01:01
PD867427089BR,16/08/2014 01:01:01
PD867369015BR,16/08/2014 01:01:01
PD867533842BR,16/08/2014 01:01:01
PD861662999BR,16/08/2014 01:01:01
DM080783560BR,16/08/2014 01:01:02
PD861767464BR,16/08/2014 01:01:02
PD867517615BR,16/08/2014 01:01:02
PD869493837BR,16/08/2014 01:01:02
PD862201106BR,16/08/2014 01:01:03
PD862348319BR,16/08/2014 01:01:03
PD867378683BR,16/08/2014 01:01:03
DM080592715BR,16/08/2014 01:01:03
PD862183827BR,16/08/2014 01:01:03
DM075400965BR,16/08/2014 01:01:03
PD862425231BR,16/08/2014 01:01:03
DM080697115BR,16/08/2014 01:01:03
PD862464938BR,16/08/2014 01:01:03
PD867367147BR,16/08/2014 01:01:03
PD862298793BR,16/08/2014 01:01:03
PD862464725BR,16/08/2014 01:01:04
PD872274350BR,16/08/2014 01:01:05
PD867480518BR,16/08/2014 01:01:05
PD861889366BR,16/08/2014 01:01:05
PD862243715BR,16/08/2014 01:01:06
PD869471672BR,16/08/2014 01:01:06
PD872287818BR,16/08/2014 01:01:06
DG602129593BR,16/08/2014 01:01:06
PD872253195BR,16/08/2014 01:01:07
PD862297824BR,16/08/2014 01:01:07
PD871129824BR,16/08/2014 01:01:07
DM080749532BR,16/08/2014 01:01:07
PD871983834BR,16/08/2014 01:01:07
DM080235339BR,16/08/2014 01:01:07
PD871149038BR,16/08/2014 01:01:07
DG602193628BR,16/08/2014 01:01:07
PD872254015BR,16/08/2014 01:01:07
DM080929928BR,16/08/2014 01:01:08
DM080867786BR,16/08/2014 01:01:08
DM080878112BR,16/08/2014 01:01:08
PD871106514BR,16/08/2014 01:01:08
PD869481343BR,16/08/2014 01:01:08
DM076223745BR,16/08/2014 01:01:09
PD869530509BR,16/08/2014 01:01:09
DM080483525BR,16/08/2014 01:01:10
DM080634203BR,16/08/2014 01:01:12
PD862142558BR,16/08/2014 01:01:12
PD861812129BR,16/08/2014 01:01:12
DM080523998BR,16/08/2014 01:01:13
PD861749196BR,16/08/2014 01:01:13
PD861544762BR,16/08/2014 01:01:13
PD862082797BR,16/08/2014 01:01:14
PD862180454BR,16/08/2014 01:01:14
PD862125651BR,16/08/2014 01:01:14
PD862348101BR,16/08/2014 01:01:14
PD862036537BR,16/08/2014 01:01:14
