DM034411481BR,15/07/2014 09:17:02
SW980709952BR,05/08/2014 17:59:01
PD796092328BR,15/07/2014 09:17:10
PD729484437BR,15/07/2014 09:17:14
PD732957622BR,10/07/2014 20:04:26
PD837190168BR,05/08/2014 17:59:53
PD794575155BR,15/07/2014 09:17:39
PD792580033BR,10/07/2014 20:05:04
PD802568555BR,22/07/2014 10:45:54
PD752695673BR,22/07/2014 10:48:18
PD746669847BR,15/07/2014 09:17:58
DM033347583BR,15/07/2014 09:18:00
PD792587473BR,10/07/2014 20:05:23
PD825045150BR,05/08/2014 18:02:30
PD796155924BR,15/07/2014 09:18:02
DM029485583BR,07/07/2014 18:48:46
DM029631578BR,07/07/2014 18:48:47
DM040526143BR,22/07/2014 11:15:26
PD637089930BR,10/07/2014 20:05:39
DM032256991BR,10/07/2014 20:05:45
DM032209974BR,10/07/2014 20:05:47
PD791994966BR,15/07/2014 09:18:19
DM035012707BR,15/07/2014 09:18:23
PD862166316BR,05/08/2014 18:04:38
PD765284209BR,10/07/2014 20:06:23
PD796447848BR,15/07/2014 09:18:39
DG543194687BR,15/07/2014 09:18:44
PD796532841BR,15/07/2014 09:18:51
PD834269487BR,05/08/2014 18:06:40
PD796090052BR,15/07/2014 09:19:10
DM028128421BR,10/07/2014 20:07:36
PD626353050BR,05/08/2014 18:07:57
PD796093442BR,15/07/2014 09:19:32
DG490481043BR,22/07/2014 11:37:18
DM029541736BR,07/07/2014 18:49:48
PD777049891BR,05/08/2014 18:08:51
DM032859351BR,15/07/2014 09:19:43
PD796582074BR,15/07/2014 09:19:44
DM028742538BR,07/07/2014 18:49:54
PD795130183BR,15/07/2014 09:19:57
PD796662815BR,15/07/2014 09:19:58
SW922065688BR,07/07/2014 18:50:03
DM025471592BR,10/07/2014 20:09:24
DM009822131BR,22/07/2014 12:04:37
PD796462363BR,15/07/2014 09:20:12
PD819884906BR,05/08/2014 18:11:15
DM031029993BR,10/07/2014 20:09:51
PD796542645BR,15/07/2014 09:20:26
PD792709945BR,10/07/2014 20:10:08
PD738138087BR,22/07/2014 12:29:26
DG554631159BR,22/07/2014 12:29:34
SW960322342BR,07/07/2014 18:50:27
