3867500000001004595,06-05-14 18:36:08,02-06-14 18:36:08,63,MLA
3867500000000966269,12-05-14 11:51:11,06-06-14 11:51:11,61,MLA
3867500000000911620,05-05-14 19:02:38,30-05-14 19:02:38,61,MLA
3867500000001069313,13-05-14 16:55:33,09-06-14 16:55:33,62,MLA
3867500000000990305,08-05-14 11:06:49,04-06-14 11:06:49,61,MLA
3867500000001042388,14-05-14 16:55:14,10-06-14 16:55:14,63,MLA
3867500000000911526,08-05-14 11:29:45,04-06-14 11:29:45,61,MLA
3867500000001010198,07-05-14 19:41:18,03-06-14 19:41:18,61,MLA
3867500000001040800,13-05-14 21:35:34,09-06-14 21:35:34,61,MLA
3867500000001000079,08-05-14 10:51:35,04-06-14 10:51:35,64,MLA
3867500000000991073,05-05-14 21:56:47,30-05-14 21:56:47,62,MLA
3867500000001178925,21-05-14 17:53:42,17-06-14 17:53:42,62,MLA
3867500000000990947,20-05-14 21:13:12,16-06-14 21:13:12,61,MLA
3867500000001076860,22-05-14 12:20:18,18-06-14 12:20:18,61,MLA
3867500000001048583,12-05-14 19:00:56,06-06-14 19:00:56,61,MLA
3867500000000849864,20-05-14 08:19:01,16-06-14 08:19:01,61,MLA
3867500000001035838,14-05-14 13:55:36,10-06-14 13:55:36,61,MLA
3867500000000984325,12-05-14 13:07:35,06-06-14 13:07:35,61,MLA
3867500000000974573,05-05-14 13:33:52,30-05-14 13:33:52,63,MLA
3867500000001097712,16-05-14 19:58:34,12-06-14 19:58:34,61,MLA
3867500000001035582,20-05-14 19:22:13,16-06-14 19:22:13,61,MLA
3867500000000999689,05-05-14 22:37:55,30-05-14 22:37:55,61,MLA
3867500000001045945,19-05-14 16:17:13,13-06-14 16:17:13,62,MLA
3867500000000990285,09-05-14 14:15:52,05-06-14 14:15:52,61,MLA
3867500000001021323,06-05-14 22:19:08,02-06-14 22:19:08,61,MLA
3867500000001071521,12-05-14 19:24:37,06-06-14 19:24:37,61,MLA
3867500000000992155,08-05-14 08:30:26,04-06-14 08:30:26,63,MLA
