21384247784,not_delivered,stolen
21387364258,not_delivered,stolen
21388612862,not_delivered,stolen
21384644611,not_delivered,stolen
21385935561,not_delivered,stolen
21384862553,not_delivered,stolen
21385894184,not_delivered,stolen
21386103560,not_delivered,stolen
21386077253,not_delivered,stolen
21387198981,not_delivered,stolen
21386484052,not_delivered,stolen
21385778132,not_delivered,stolen
21385891908,not_delivered,returning_to_sender
21386031505,not_delivered,returning_to_sender
21387276540,not_delivered,returning_to_sender
21385526098,not_delivered,stolen
21386701242,not_delivered,stolen
21386454238,not_delivered,stolen
21387475680,not_delivered,stolen
21386927278,not_delivered,returning_to_sender
21385981002,not_delivered,stolen
21386426105,not_delivered,stolen
21386976138,not_delivered,stolen
21384026075,not_delivered,stolen
21386940902,not_delivered,stolen
21388097390,not_delivered,stolen
21385824218,not_delivered,stolen
21384475451,not_delivered,stolen
21385460314,not_delivered,stolen
21386395207,not_delivered,stolen
21385310324,not_delivered,stolen
21384434964,not_delivered,stolen
21385142037,not_delivered,stolen
21384261901,not_delivered,returning_to_sender
21385434751,not_delivered,stolen
21385030807,not_delivered,returning_to_sender
21386774507,not_delivered,stolen
21385523821,not_delivered,returning_to_sender
21386156851,not_delivered,stolen
21385851068,not_delivered,stolen
21384488442,not_delivered,stolen
21385838112,not_delivered,returning_to_sender
21386617125,not_delivered,returning_to_sender
21385206605,not_delivered,stolen
21385990772,not_delivered,returning_to_sender
21386415055,not_delivered,stolen
21385446802,not_delivered,returning_to_sender
21386332045,not_delivered,stolen
21384980258,not_delivered,stolen
21384329341,not_delivered,stolen
21384101787,not_delivered,stolen
21384394217,not_delivered,stolen
21384918524,not_delivered,stolen
21383561559,not_delivered,stolen
21379528927,not_delivered,stolen
21384981627,not_delivered,stolen
21385719834,not_delivered,returned
21385111561,not_delivered,stolen
21386463557,not_delivered,stolen
21385209607,not_delivered,returning_to_sender
21385184354,not_delivered,stolen
21385765407,not_delivered,stolen
21385212701,not_delivered,returning_to_sender
21387345492,not_delivered,stolen
21387556385,not_delivered,stolen
21385204474,not_delivered,stolen
21385554987,not_delivered,returning_to_sender
21387703525,not_delivered,stolen
21385090227,not_delivered,stolen
21386243834,not_delivered,stolen
21387348352,not_delivered,stolen
21386299964,not_delivered,returning_to_sender
21386689390,not_delivered,stolen
21386450710,not_delivered,stolen
21384868589,not_delivered,stolen
21384950920,not_delivered,stolen
21385323440,not_delivered,returning_to_sender
21385456013,not_delivered,returning_to_sender
21384258963,not_delivered,stolen
21385123819,not_delivered,stolen
21385319033,not_delivered,stolen
21385802970,not_delivered,stolen
21386116219,not_delivered,stolen
21385011329,not_delivered,stolen
21386805583,not_delivered,stolen
21385936469,not_delivered,returning_to_sender
21386620169,not_delivered,returning_to_sender
21385573829,not_delivered,returning_to_sender
21386442056,not_delivered,stolen
21385814486,not_delivered,stolen
21383794508,not_delivered,stolen
21383535628,not_delivered,stolen
21383635512,not_delivered,stolen
21386285739,not_delivered,returning_to_sender
21386292316,not_delivered,stolen
21386760200,not_delivered,stolen
21386857076,not_delivered,stolen
21384307360,not_delivered,stolen
21385685250,not_delivered,returning_to_sender
21386594750,not_delivered,returning_to_sender
21389382781,not_delivered,stolen
21385160916,not_delivered,returning_to_sender
21384400885,not_delivered,stolen
21385904965,not_delivered,stolen
21386509305,not_delivered,stolen
21385843788,not_delivered,returning_to_sender
21384694368,not_delivered,stolen
21382587914,not_delivered,stolen
21385547645,not_delivered,returning_to_sender
21385475175,not_delivered,returning_to_sender
21385837185,not_delivered,returning_to_sender
21384937225,not_delivered,stolen
21385638975,not_delivered,returning_to_sender
21386241325,not_delivered,returning_to_sender
21386419528,not_delivered,returning_to_sender
21385799265,not_delivered,stolen
21387027873,not_delivered,stolen
21384503235,not_delivered,returning_to_sender
21386107488,not_delivered,returning_to_sender
21385621982,not_delivered,returning_to_sender
21385841345,not_delivered,returning_to_sender
21386147042,not_delivered,returning_to_sender
21387624960,not_delivered,returning_to_sender
21386400332,not_delivered,returning_to_sender
21385834105,not_delivered,returning_to_sender
21386030348,not_delivered,returning_to_sender
21386713608,not_delivered,returning_to_sender
21385531218,not_delivered,returning_to_sender
21387460073,not_delivered,returning_to_sender
21386496785,not_delivered,returning_to_sender
21387263953,not_delivered,returning_to_sender
21384640265,not_delivered,returning_to_sender
21387003429,not_delivered,returning_to_sender
21386406962,not_delivered,returning_to_sender
21385897432,not_delivered,returning_to_sender
21386118512,not_delivered,returning_to_sender
21385090978,not_delivered,returning_to_sender
21385632282,not_delivered,returning_to_sender
21387606583,not_delivered,returning_to_sender
21386505478,not_delivered,returning_to_sender
21386421542,not_delivered,returning_to_sender
21384493455,not_delivered,returning_to_sender
21385893942,not_delivered,returning_to_sender
21385695242,not_delivered,returning_to_sender
21387769689,not_delivered,returning_to_sender
21386786028,not_delivered,returning_to_sender
21387458516,not_delivered,returning_to_sender
21386465348,not_delivered,stolen
21386216385,not_delivered,returning_to_sender
21385599545,not_delivered,returning_to_sender
21383587864,not_delivered,stolen
21385794392,not_delivered,stolen
21386521525,not_delivered,stolen
21384815798,not_delivered,stolen
21385777982,not_delivered,returning_to_sender
21385445952,not_delivered,returning_to_sender
21385333645,not_delivered,returning_to_sender
21385371392,not_delivered,returning_to_sender
21385864385,not_delivered,returning_to_sender
21385751905,not_delivered,stolen
21386446165,not_delivered,returned
21385745275,not_delivered,returning_to_sender
21385700995,not_delivered,returning_to_sender
21386148552,not_delivered,returning_to_sender
21385967918,not_delivered,returning_to_sender
21386197112,not_delivered,returning_to_sender
21384468028,not_delivered,stolen
21385715425,not_delivered,stolen
21383828097,not_delivered,stolen
21385780978,not_delivered,returning_to_sender
21387305743,not_delivered,returning_to_sender
21385760855,not_delivered,returning_to_sender
21385673368,not_delivered,returning_to_sender
21386179165,not_delivered,returning_to_sender
21387121860,not_delivered,returning_to_sender
21386663935,not_delivered,returning_to_sender
21386444905,not_delivered,returning_to_sender
21386549522,not_delivered,returning_to_sender
21386143538,not_delivered,returning_to_sender
21385988988,not_delivered,returning_to_sender
21385730505,not_delivered,returning_to_sender
21385900728,not_delivered,returning_to_sender
21385799032,not_delivered,returning_to_sender
21385626665,not_delivered,returning_to_sender
21385896592,not_delivered,returning_to_sender
21387657803,not_delivered,returning_to_sender
21386548118,not_delivered,stolen
21384854825,not_delivered,stolen
